image_name;width;height;file_size_kb;contrast;otsu_threshold;black_pixels;white_pixels
Viral Pneumonia-476.png;299;299;38,23;63,35;106,0;35495;53906
Viral Pneumonia-477.png;299;299;34,7;78,29;102,0;28533;60868
Viral Pneumonia-478.png;299;299;38,33;65,13;106,0;19700;69701
Viral Pneumonia-479.png;299;299;38,31;68,68;103,0;24345;65056
Viral Pneumonia-48.png;299;299;40,76;58,82;105,0;45319;44082
Viral Pneumonia-480.png;299;299;37,05;69,2;97,0;26566;62835
Viral Pneumonia-481.png;299;299;37,71;68,11;107,0;22361;67040
Viral Pneumonia-482.png;299;299;36,38;70,14;109,0;25142;64259
Viral Pneumonia-483.png;299;299;37,92;58,14;104,0;15591;73810
Viral Pneumonia-484.png;299;299;39,47;64,76;99,0;23669;65732
Viral Pneumonia-485.png;299;299;40,74;59,26;117,0;25582;63819
Viral Pneumonia-486.png;299;299;38,73;64,73;109,0;24223;65178
Viral Pneumonia-487.png;299;299;39,65;56,16;100,0;30134;59267
Viral Pneumonia-488.png;299;299;39,98;51,47;116,0;36028;53373
Viral Pneumonia-489.png;299;299;37,65;66,4;106,0;24333;65068
Viral Pneumonia-49.png;299;299;44,01;59,01;149,0;38554;50847
Viral Pneumonia-490.png;299;299;35,49;69,13;91,0;27191;62210
Viral Pneumonia-491.png;299;299;34,42;71,14;89,0;31499;57902
Viral Pneumonia-492.png;299;299;36,2;74,29;94,0;28653;60748
Viral Pneumonia-493.png;299;299;39,29;60,44;109,0;26820;62581
Viral Pneumonia-494.png;299;299;37,25;58,15;85,0;41019;48382
Viral Pneumonia-495.png;299;299;55,95;32,08;110,0;29521;59880
Viral Pneumonia-496.png;299;299;33,79;69,55;92,0;28698;60703
Viral Pneumonia-497.png;299;299;35,58;66,23;95,0;23661;65740
Viral Pneumonia-498.png;299;299;37,41;66,08;103,0;26440;62961
Viral Pneumonia-499.png;299;299;36,52;59,22;89,0;27120;62281
Viral Pneumonia-5.png;299;299;39,23;65,86;105,0;30638;58763
Viral Pneumonia-50.png;299;299;40,73;64,05;139,0;27216;62185
Viral Pneumonia-500.png;299;299;36,53;42,77;73,0;53382;36019
Viral Pneumonia-501.png;299;299;37,15;66,85;89,0;35293;54108
Viral Pneumonia-502.png;299;299;40,24;59,91;121,0;27804;61597
Viral Pneumonia-503.png;299;299;39,59;55,28;124,0;24689;64712
Viral Pneumonia-504.png;299;299;35,22;62,32;88,0;21360;68041
Viral Pneumonia-505.png;299;299;35,17;68,24;90,0;26495;62906
Viral Pneumonia-506.png;299;299;37,7;67,67;103,0;25040;64361
Viral Pneumonia-507.png;299;299;40,4;61,44;106,0;29627;59774
Viral Pneumonia-508.png;299;299;35,89;60,29;90,0;39247;50154
Viral Pneumonia-509.png;299;299;35,28;66,38;89,0;32435;56966
Viral Pneumonia-51.png;299;299;39,72;42,78;123,0;16987;72414
Viral Pneumonia-510.png;299;299;41,17;51,43;119,0;28870;60531
Viral Pneumonia-511.png;299;299;36,81;64,76;106,0;24640;64761
Viral Pneumonia-512.png;299;299;37,14;64,36;119,0;25906;63495
Viral Pneumonia-513.png;299;299;36,04;70,71;98,0;23625;65776
Viral Pneumonia-514.png;299;299;38,37;55,6;103,0;15597;73804
Viral Pneumonia-515.png;299;299;38,03;54,43;131,0;15677;73724
Viral Pneumonia-516.png;299;299;37,64;65,17;127,0;22055;67346
Viral Pneumonia-517.png;299;299;36,77;74,64;104,0;25387;64014
Viral Pneumonia-518.png;299;299;59,6;46,35;109,0;37188;52213
Viral Pneumonia-519.png;299;299;54,62;45,35;130,0;37596;51805
Viral Pneumonia-52.png;299;299;38,3;54,49;106,0;19302;70099
Viral Pneumonia-520.png;299;299;56,97;48,62;101,0;30071;59330
Viral Pneumonia-521.png;299;299;38,94;61,75;109,0;24337;65064
Viral Pneumonia-522.png;299;299;55,6;31,85;146,0;18021;71380
Viral Pneumonia-523.png;299;299;38,17;60,52;104,0;23749;65652
Viral Pneumonia-524.png;299;299;35,0;67,8;90,0;21278;68123
Viral Pneumonia-525.png;299;299;40,05;64,12;108,0;33587;55814
Viral Pneumonia-526.png;299;299;38,54;54,25;89,0;51501;37900
Viral Pneumonia-527.png;299;299;39,35;61,21;116,0;25454;63947
Viral Pneumonia-528.png;299;299;37,17;55,98;104,0;24888;64513
Viral Pneumonia-529.png;299;299;36,2;69,0;94,0;29928;59473
Viral Pneumonia-53.png;299;299;36,21;70,91;96,0;25014;64387
Viral Pneumonia-530.png;299;299;38,31;67,6;109,0;24333;65068
Viral Pneumonia-531.png;299;299;35,62;55,66;96,0;13125;76276
Viral Pneumonia-532.png;299;299;38,93;71,46;106,0;25847;63554
Viral Pneumonia-533.png;299;299;35,91;70,75;94,0;30680;58721
Viral Pneumonia-534.png;299;299;38,35;66,38;115,0;21555;67846
Viral Pneumonia-535.png;299;299;30,28;76,43;86,0;35461;53940
Viral Pneumonia-536.png;299;299;35,34;67,76;92,0;27304;62097
Viral Pneumonia-537.png;299;299;36,32;67,17;97,0;23966;65435
Viral Pneumonia-538.png;299;299;36,62;66,66;95,0;22451;66950
Viral Pneumonia-539.png;299;299;38,86;54,66;110,0;21287;68114
Viral Pneumonia-54.png;299;299;40,41;55,48;122,0;19019;70382
Viral Pneumonia-540.png;299;299;37,63;58,78;99,0;17338;72063
Viral Pneumonia-541.png;299;299;57,02;42,13;124,0;27032;62369
Viral Pneumonia-542.png;299;299;37,69;56,47;102,0;23947;65454
Viral Pneumonia-543.png;299;299;39,35;63,05;130,0;29786;59615
Viral Pneumonia-544.png;299;299;38,65;61,77;106,0;22014;67387
Viral Pneumonia-545.png;299;299;37,68;67,4;108,0;24589;64812
Viral Pneumonia-546.png;299;299;38,49;66,76;111,0;26175;63226
Viral Pneumonia-547.png;299;299;36,43;36,93;135,0;13862;75539
Viral Pneumonia-548.png;299;299;37,53;59,07;89,0;31402;57999
Viral Pneumonia-549.png;299;299;38,63;65,22;108,0;24666;64735
Viral Pneumonia-55.png;299;299;38,82;65,62;106,0;28489;60912
Viral Pneumonia-550.png;299;299;35,55;72,55;97,0;25967;63434
Viral Pneumonia-551.png;299;299;57,89;48,24;127,0;31819;57582
Viral Pneumonia-552.png;299;299;41,08;59,39;119,0;31126;58275
Viral Pneumonia-553.png;299;299;38,26;59,78;105,0;24310;65091
Viral Pneumonia-554.png;299;299;36,01;65,95;102,0;29618;59783
Viral Pneumonia-555.png;299;299;41,47;51,12;133,0;31646;57755
Viral Pneumonia-556.png;299;299;38,18;42,16;90,0;40974;48427
Viral Pneumonia-557.png;299;299;36,55;66,51;98,0;25880;63521
Viral Pneumonia-558.png;299;299;34,88;60,55;80,0;31968;57433
Viral Pneumonia-559.png;299;299;37,6;52,63;123,0;20386;69015
Viral Pneumonia-56.png;299;299;34,78;71,21;98,0;24701;64700
Viral Pneumonia-560.png;299;299;36,94;52,89;108,0;26021;63380
Viral Pneumonia-561.png;299;299;32,98;72,53;96,0;28351;61050
Viral Pneumonia-562.png;299;299;30,09;79,0;94,0;29298;60103
Viral Pneumonia-563.png;299;299;38,19;37,56;145,0;21548;67853
Viral Pneumonia-564.png;299;299;33,3;58,66;105,0;38149;51252
Viral Pneumonia-565.png;299;299;35,64;56,61;102,0;24453;64948
Viral Pneumonia-566.png;299;299;38,47;52,64;139,0;34215;55186
Viral Pneumonia-567.png;299;299;32,95;73,54;92,0;33916;55485
Viral Pneumonia-568.png;299;299;34,33;61,99;88,0;30588;58813
Viral Pneumonia-569.png;299;299;34,01;65,69;120,0;22495;66906
Viral Pneumonia-57.png;299;299;36,67;65,01;87,0;23722;65679
Viral Pneumonia-570.png;299;299;39,81;62,14;109,0;19476;69925
Viral Pneumonia-571.png;299;299;35,39;73,22;90,0;26929;62472
Viral Pneumonia-572.png;299;299;36,18;67,69;98,0;27687;61714
Viral Pneumonia-573.png;299;299;37,69;63,74;108,0;26997;62404
Viral Pneumonia-574.png;299;299;35,13;67,37;104,0;28353;61048
Viral Pneumonia-575.png;299;299;37,68;51,3;100,0;13106;76295
Viral Pneumonia-576.png;299;299;37,03;51,74;114,0;22017;67384
Viral Pneumonia-577.png;299;299;55,86;56,01;88,0;18034;71367
Viral Pneumonia-578.png;299;299;36,95;59,03;87,0;27801;61600
Viral Pneumonia-579.png;299;299;38,75;64,92;106,0;20521;68880
Viral Pneumonia-58.png;299;299;36,03;55,39;105,0;26512;62889
Viral Pneumonia-580.png;299;299;33,28;67,54;88,0;39092;50309
Viral Pneumonia-581.png;299;299;58,2;48,7;107,0;16089;73312
Viral Pneumonia-582.png;299;299;38,51;66,01;103,0;23683;65718
Viral Pneumonia-583.png;299;299;38,71;69,08;116,0;27772;61629
Viral Pneumonia-584.png;299;299;50,21;65,93;102,0;18267;71134
Viral Pneumonia-585.png;299;299;61,64;48,68;94,0;30741;58660
Viral Pneumonia-586.png;299;299;56,0;38,45;97,0;21656;67745
Viral Pneumonia-587.png;299;299;56,94;39,87;131,0;28035;61366
Viral Pneumonia-588.png;299;299;37,78;69,8;100,0;25686;63715
Viral Pneumonia-589.png;299;299;37,4;54,82;112,0;25825;63576
Viral Pneumonia-59.png;299;299;38,89;57,78;98,0;17719;71682
Viral Pneumonia-590.png;299;299;31,34;67,5;80,0;41632;47769
Viral Pneumonia-591.png;299;299;37,65;70,44;117,0;27468;61933
Viral Pneumonia-592.png;299;299;37,51;53,87;91,0;28561;60840
Viral Pneumonia-593.png;299;299;36,98;58,0;83,0;25840;63561
Viral Pneumonia-594.png;299;299;35,08;56,11;110,0;26296;63105
Viral Pneumonia-595.png;299;299;34,92;53,86;104,0;23848;65553
Viral Pneumonia-596.png;299;299;34,92;53,86;104,0;23848;65553
Viral Pneumonia-597.png;299;299;36,61;52,06;85,0;45068;44333
Viral Pneumonia-598.png;299;299;37,56;43,99;126,0;23277;66124
Viral Pneumonia-599.png;299;299;36,93;47,29;102,0;39159;50242
Viral Pneumonia-6.png;299;299;35,89;67,0;87,0;26395;63006
Viral Pneumonia-60.png;299;299;38,93;67,21;118,0;24760;64641
Viral Pneumonia-600.png;299;299;37,3;68,29;89,0;29885;59516
Viral Pneumonia-601.png;299;299;41,27;69,72;109,0;40124;49277
Viral Pneumonia-602.png;299;299;42,18;54,96;108,0;41835;47566
Viral Pneumonia-603.png;299;299;37,2;53,26;114,0;41828;47573
Viral Pneumonia-604.png;299;299;39,35;54,16;115,0;40346;49055
Viral Pneumonia-605.png;299;299;39,4;52,57;124,0;34339;55062
Viral Pneumonia-606.png;299;299;36,36;59,71;92,0;34417;54984
Viral Pneumonia-607.png;299;299;36,59;66,12;91,0;36788;52613
Viral Pneumonia-608.png;299;299;37,34;45,34;105,0;32490;56911
Viral Pneumonia-609.png;299;299;37,68;43,05;103,0;40973;48428
Viral Pneumonia-61.png;299;299;39,0;58,42;104,0;27491;61910
Viral Pneumonia-610.png;299;299;58,02;32,65;138,0;29999;59402
Viral Pneumonia-611.png;299;299;37,5;34,41;86,0;51188;38213
Viral Pneumonia-612.png;299;299;59,76;44,25;123,0;36387;53014
Viral Pneumonia-613.png;299;299;52,44;45,37;110,0;38642;50759
Viral Pneumonia-614.png;299;299;32,63;55,37;88,0;27295;62106
Viral Pneumonia-615.png;299;299;37,42;40,32;76,0;35416;53985
Viral Pneumonia-616.png;299;299;40,27;53,41;93,0;35277;54124
Viral Pneumonia-617.png;299;299;35,48;57,78;80,0;32088;57313
Viral Pneumonia-618.png;299;299;36,78;39,7;90,0;42639;46762
Viral Pneumonia-619.png;299;299;37,6;58,89;100,0;37185;52216
Viral Pneumonia-62.png;299;299;36,16;62,82;97,0;29385;60016
Viral Pneumonia-620.png;299;299;41,12;57,68;109,0;42749;46652
Viral Pneumonia-621.png;299;299;37,81;48,58;72,0;28883;60518
Viral Pneumonia-622.png;299;299;36,18;75,09;114,0;32331;57070
Viral Pneumonia-623.png;299;299;42,91;60,87;103,0;34875;54526
Viral Pneumonia-624.png;299;299;54,54;50,71;128,0;37925;51476
Viral Pneumonia-625.png;299;299;38,04;40,56;61,0;30032;59369
Viral Pneumonia-626.png;299;299;54,54;45,89;106,0;43813;45588
Viral Pneumonia-627.png;299;299;42,82;54,24;119,0;36535;52866
Viral Pneumonia-628.png;299;299;65,82;49,48;112,0;28186;61215
Viral Pneumonia-629.png;299;299;36,11;46,75;102,0;51021;38380
Viral Pneumonia-63.png;299;299;36,36;76,7;102,0;32162;57239
Viral Pneumonia-630.png;299;299;37,42;66,2;100,0;18599;70802
Viral Pneumonia-631.png;299;299;36,44;52,24;103,0;35286;54115
Viral Pneumonia-632.png;299;299;36,22;47,09;105,0;33595;55806
Viral Pneumonia-633.png;299;299;39,43;47,79;119,0;26530;62871
Viral Pneumonia-634.png;299;299;40,43;47,46;117,0;37913;51488
Viral Pneumonia-635.png;299;299;58,12;44,79;109,0;46235;43166
Viral Pneumonia-636.png;299;299;53,65;34,67;116,0;40565;48836
Viral Pneumonia-637.png;299;299;37,19;51,58;105,0;33662;55739
Viral Pneumonia-638.png;299;299;36,43;54,34;112,0;43009;46392
Viral Pneumonia-639.png;299;299;38,28;52,59;106,0;49465;39936
Viral Pneumonia-64.png;299;299;37,39;64,02;93,0;21635;67766
Viral Pneumonia-640.png;299;299;36,85;50,94;100,0;49729;39672
Viral Pneumonia-641.png;299;299;36,71;63,67;105,0;21378;68023
Viral Pneumonia-642.png;299;299;38,87;48,14;105,0;50638;38763
Viral Pneumonia-643.png;299;299;39,0;59,07;115,0;13869;75532
Viral Pneumonia-644.png;299;299;40,54;55,48;128,0;30627;58774
Viral Pneumonia-645.png;299;299;36,4;56,24;157,0;39112;50289
Viral Pneumonia-646.png;299;299;57,58;39,05;120,0;29956;59445
Viral Pneumonia-647.png;299;299;36,74;56,04;105,0;46742;42659
Viral Pneumonia-648.png;299;299;58,64;45,97;117,0;38944;50457
Viral Pneumonia-649.png;299;299;42,32;57,69;118,0;35059;54342
Viral Pneumonia-65.png;299;299;35,09;58,32;85,0;49890;39511
Viral Pneumonia-650.png;299;299;37,79;49,25;122,0;52292;37109
Viral Pneumonia-651.png;299;299;56,36;35,86;148,0;38306;51095
Viral Pneumonia-652.png;299;299;56,73;33,88;119,0;39662;49739
Viral Pneumonia-653.png;299;299;30,85;57,93;72,0;50312;39089
Viral Pneumonia-654.png;299;299;55,03;35,66;137,0;32485;56916
Viral Pneumonia-655.png;299;299;52,45;28,92;122,0;44044;45357
Viral Pneumonia-656.png;299;299;35,11;44,24;103,0;53256;36145
Viral Pneumonia-657.png;299;299;34,89;39,94;85,0;51197;38204
Viral Pneumonia-658.png;299;299;31,05;47,17;96,0;32036;57365
Viral Pneumonia-659.png;299;299;34,68;49,57;110,0;37156;52245
Viral Pneumonia-66.png;299;299;36,52;54,8;88,0;53274;36127
Viral Pneumonia-660.png;299;299;32,86;45,93;109,0;38953;50448
Viral Pneumonia-661.png;299;299;35,28;71,35;107,0;39952;49449
Viral Pneumonia-662.png;299;299;34,39;43,25;89,0;46504;42897
Viral Pneumonia-663.png;299;299;57,02;48,82;102,0;31876;57525
Viral Pneumonia-664.png;299;299;37,35;52,54;93,0;39000;50401
Viral Pneumonia-665.png;299;299;33,64;43,43;112,0;38942;50459
Viral Pneumonia-666.png;299;299;39,81;57,68;88,0;29635;59766
Viral Pneumonia-667.png;299;299;34,05;45,06;102,0;42089;47312
Viral Pneumonia-668.png;299;299;42,61;56,04;117,0;34968;54433
Viral Pneumonia-669.png;299;299;32,35;43,67;120,0;13123;76278
Viral Pneumonia-67.png;299;299;36,89;60,71;98,0;34156;55245
Viral Pneumonia-670.png;299;299;38,59;56,13;95,0;28061;61340
Viral Pneumonia-671.png;299;299;41,63;64,3;109,0;35804;53597
Viral Pneumonia-672.png;299;299;37,27;52,61;109,0;25942;63459
Viral Pneumonia-673.png;299;299;56,34;43,93;121,0;45567;43834
Viral Pneumonia-674.png;299;299;35,42;46,76;124,0;26279;63122
Viral Pneumonia-675.png;299;299;35,13;42,7;98,0;39756;49645
Viral Pneumonia-676.png;299;299;39,29;51,96;97,0;33345;56056
Viral Pneumonia-677.png;299;299;34,63;48,4;128,0;49230;40171
Viral Pneumonia-678.png;299;299;40,3;56,82;117,0;32306;57095
Viral Pneumonia-679.png;299;299;37,32;63,72;86,0;27078;62323
Viral Pneumonia-68.png;299;299;33,27;73,41;108,0;27092;62309
Viral Pneumonia-680.png;299;299;34,94;52,86;119,0;17543;71858
Viral Pneumonia-681.png;299;299;37,26;46,42;135,0;16254;73147
Viral Pneumonia-682.png;299;299;35,53;45,58;110,0;12659;76742
Viral Pneumonia-683.png;299;299;38,17;71,99;102,0;35471;53930
Viral Pneumonia-684.png;299;299;37,42;49,75;112,0;52480;36921
Viral Pneumonia-685.png;299;299;38,64;49,59;134,0;29237;60164
Viral Pneumonia-686.png;299;299;38,09;62,81;98,0;21622;67779
Viral Pneumonia-687.png;299;299;44,89;67,58;134,0;38681;50720
Viral Pneumonia-688.png;299;299;50,06;34,08;135,0;31799;57602
Viral Pneumonia-689.png;299;299;43,78;53,38;108,0;39317;50084
Viral Pneumonia-69.png;299;299;37,91;63,9;101,0;29941;59460
Viral Pneumonia-690.png;299;299;34,41;36,79;105,0;33944;55457
Viral Pneumonia-691.png;299;299;57,66;45,75;126,0;42492;46909
Viral Pneumonia-692.png;299;299;36,25;47,46;107,0;51798;37603
Viral Pneumonia-693.png;299;299;51,3;34,61;136,0;33493;55908
Viral Pneumonia-694.png;299;299;42,58;62,7;102,0;39290;50111
Viral Pneumonia-695.png;299;299;37,93;54,33;106,0;36305;53096
Viral Pneumonia-696.png;299;299;33,29;61,24;105,0;14493;74908
Viral Pneumonia-697.png;299;299;32,97;49,72;115,0;15857;73544
Viral Pneumonia-698.png;299;299;34,72;38,28;121,0;26625;62776
Viral Pneumonia-699.png;299;299;41,93;44,21;89,0;34495;54906
Viral Pneumonia-7.png;299;299;40,29;57,22;99,0;30735;58666
Viral Pneumonia-70.png;299;299;37,53;60,19;96,0;40577;48824
Viral Pneumonia-700.png;299;299;36,18;56,39;104,0;19676;69725
Viral Pneumonia-701.png;299;299;33,79;67,66;99,0;25750;63651
Viral Pneumonia-702.png;299;299;39,35;57,09;86,0;24767;64634
Viral Pneumonia-703.png;299;299;36,3;44,29;125,0;45659;43742
Viral Pneumonia-704.png;299;299;38,5;58,04;107,0;27390;62011
Viral Pneumonia-705.png;299;299;31,75;50,14;89,0;24660;64741
Viral Pneumonia-706.png;299;299;35,35;72,61;106,0;22517;66884
Viral Pneumonia-707.png;299;299;32,28;78,0;98,0;27312;62089
Viral Pneumonia-708.png;299;299;38,4;60,3;108,0;26067;63334
Viral Pneumonia-709.png;299;299;37,2;63,78;122,0;26193;63208
Viral Pneumonia-71.png;299;299;37,25;57,29;111,0;39222;50179
Viral Pneumonia-710.png;299;299;38,39;61,47;97,0;23722;65679
Viral Pneumonia-711.png;299;299;40,44;60,09;109,0;21063;68338
Viral Pneumonia-712.png;299;299;36,59;70,51;103,0;25039;64362
Viral Pneumonia-713.png;299;299;33,88;72,29;89,0;29346;60055
Viral Pneumonia-714.png;299;299;33,44;70,08;83,0;30576;58825
Viral Pneumonia-715.png;299;299;36,67;72,63;118,0;26234;63167
Viral Pneumonia-716.png;299;299;37,59;74,22;114,0;26132;63269
Viral Pneumonia-717.png;299;299;37,17;71,83;114,0;28739;60662
Viral Pneumonia-718.png;299;299;39,43;56,08;111,0;18836;70565
Viral Pneumonia-719.png;299;299;37,42;69,8;104,0;18563;70838
Viral Pneumonia-72.png;299;299;37,42;48,65;106,0;35813;53588
Viral Pneumonia-720.png;299;299;38,0;58,35;92,0;29298;60103
Viral Pneumonia-721.png;299;299;38,35;54,67;90,0;29833;59568
Viral Pneumonia-722.png;299;299;34,08;76,62;97,0;30032;59369
Viral Pneumonia-723.png;299;299;35,04;73,37;91,0;25887;63514
Viral Pneumonia-724.png;299;299;35,68;68,76;93,0;32239;57162
Viral Pneumonia-725.png;299;299;31,26;71,13;83,0;35218;54183
Viral Pneumonia-726.png;299;299;40,61;54,54;98,0;35396;54005
Viral Pneumonia-727.png;299;299;34,14;70,16;93,0;29157;60244
Viral Pneumonia-728.png;299;299;33,13;51,45;69,0;46258;43143
Viral Pneumonia-729.png;299;299;34,81;71,96;95,0;26412;62989
Viral Pneumonia-73.png;299;299;37,65;46,85;111,0;22880;66521
Viral Pneumonia-730.png;299;299;40,36;49,93;130,0;21358;68043
Viral Pneumonia-731.png;299;299;34,15;75,33;93,0;31018;58383
Viral Pneumonia-732.png;299;299;35,1;72,3;90,0;24027;65374
Viral Pneumonia-733.png;299;299;35,87;59,72;90,0;36962;52439
Viral Pneumonia-734.png;299;299;34,74;74,51;102,0;24467;64934
Viral Pneumonia-735.png;299;299;38,33;67,42;106,0;24638;64763
Viral Pneumonia-736.png;299;299;35,02;67,99;84,0;29235;60166
Viral Pneumonia-737.png;299;299;37,54;62,47;92,0;29875;59526
Viral Pneumonia-738.png;299;299;37,3;66,69;94,0;39762;49639
Viral Pneumonia-739.png;299;299;35,39;54,44;82,0;25227;64174
Viral Pneumonia-74.png;299;299;38,2;51,04;108,0;30840;58561
Viral Pneumonia-740.png;299;299;34,62;67,56;96,0;24858;64543
Viral Pneumonia-741.png;299;299;35,99;55,11;93,0;29291;60110
Viral Pneumonia-742.png;299;299;57,75;37,49;148,0;35839;53562
Viral Pneumonia-743.png;299;299;37,88;67,19;97,0;26886;62515
Viral Pneumonia-744.png;299;299;37,54;68,95;103,0;20927;68474
Viral Pneumonia-745.png;299;299;52,4;46,49;95,0;11281;78120
Viral Pneumonia-746.png;299;299;35,19;69,89;96,0;26577;62824
Viral Pneumonia-747.png;299;299;35,91;71,81;97,0;23079;66322
Viral Pneumonia-748.png;299;299;37,02;63,09;92,0;33589;55812
Viral Pneumonia-749.png;299;299;36,46;72,57;106,0;25302;64099
Viral Pneumonia-75.png;299;299;38,2;51,04;108,0;30840;58561
Viral Pneumonia-750.png;299;299;53,9;31,88;128,0;10100;79301
Viral Pneumonia-751.png;299;299;33,56;73,14;87,0;24016;65385
Viral Pneumonia-752.png;299;299;62,6;56,19;110,0;29554;59847
Viral Pneumonia-753.png;299;299;54,98;32,67;138,0;22433;66968
Viral Pneumonia-754.png;299;299;30,54;85,42;99,0;28622;60779
Viral Pneumonia-755.png;299;299;35,21;63,6;85,0;36722;52679
Viral Pneumonia-756.png;299;299;39,66;57,09;124,0;25613;63788
Viral Pneumonia-757.png;299;299;37,85;65,35;101,0;20563;68838
Viral Pneumonia-758.png;299;299;38,31;51,19;118,0;29134;60267
Viral Pneumonia-759.png;299;299;33,26;43,89;124,0;22357;67044
Viral Pneumonia-76.png;299;299;39,24;49,42;99,0;31017;58384
Viral Pneumonia-760.png;299;299;36,02;41,29;160,0;36240;53161
Viral Pneumonia-761.png;299;299;36,92;59,24;102,0;25646;63755
Viral Pneumonia-762.png;299;299;36,52;55,38;84,0;28124;61277
Viral Pneumonia-763.png;299;299;36,5;59,94;97,0;14140;75261
Viral Pneumonia-764.png;299;299;57,92;54,56;109,0;25921;63480
Viral Pneumonia-765.png;299;299;39,7;57,81;95,0;24698;64703
Viral Pneumonia-766.png;299;299;36,92;68,59;107,0;20424;68977
Viral Pneumonia-767.png;299;299;35,74;56,36;84,0;37729;51672
Viral Pneumonia-768.png;299;299;56,53;35,92;73,0;48958;40443
Viral Pneumonia-769.png;299;299;38,79;57,8;92,0;33468;55933
Viral Pneumonia-77.png;299;299;37,8;46,49;110,0;21634;67767
Viral Pneumonia-770.png;299;299;61,57;43,01;132,0;36526;52875
Viral Pneumonia-771.png;299;299;37,4;57,53;110,0;28464;60937
Viral Pneumonia-772.png;299;299;37,62;37,8;103,0;4413;84988
Viral Pneumonia-773.png;299;299;60,35;49,64;107,0;38282;51119
Viral Pneumonia-774.png;299;299;35,99;70,55;94,0;22863;66538
Viral Pneumonia-775.png;299;299;37,35;63,37;115,0;15730;73671
Viral Pneumonia-776.png;299;299;33,87;68,48;93,0;26181;63220
Viral Pneumonia-777.png;299;299;39,6;56,94;119,0;28765;60636
Viral Pneumonia-778.png;299;299;38,89;51,8;117,0;29871;59530
Viral Pneumonia-779.png;299;299;34,01;69,41;91,0;26704;62697
Viral Pneumonia-78.png;299;299;35,48;65,71;106,0;28516;60885
Viral Pneumonia-780.png;299;299;38,4;67,16;111,0;33413;55988
Viral Pneumonia-781.png;299;299;34,67;63,26;87,0;35418;53983
Viral Pneumonia-782.png;299;299;55,41;39,37;116,0;43461;45940
Viral Pneumonia-783.png;299;299;33,07;63,59;80,0;35009;54392
Viral Pneumonia-784.png;299;299;36,42;65,96;103,0;23153;66248
Viral Pneumonia-785.png;299;299;41,25;44,8;110,0;36482;52919
Viral Pneumonia-786.png;299;299;37,87;59,02;96,0;18545;70856
Viral Pneumonia-787.png;299;299;38,58;58,17;109,0;25008;64393
Viral Pneumonia-788.png;299;299;38,38;58,65;90,0;38239;51162
Viral Pneumonia-789.png;299;299;32,58;74,1;88,0;30351;59050
Viral Pneumonia-79.png;299;299;39,85;64,66;120,0;27442;61959
Viral Pneumonia-790.png;299;299;57,33;30,71;143,0;23725;65676
Viral Pneumonia-791.png;299;299;31,55;65,26;79,0;33334;56067
Viral Pneumonia-792.png;299;299;56,55;40,69;158,0;36309;53092
Viral Pneumonia-793.png;299;299;39,4;57,56;96,0;26049;63352
Viral Pneumonia-794.png;299;299;36,33;65,84;89,0;29561;59840
Viral Pneumonia-795.png;299;299;36,84;42,93;99,0;8511;80890
Viral Pneumonia-796.png;299;299;34,58;34,79;137,0;8755;80646
Viral Pneumonia-797.png;299;299;36,95;53,83;91,0;25375;64026
Viral Pneumonia-798.png;299;299;36,55;66,7;95,0;18584;70817
Viral Pneumonia-799.png;299;299;40,21;54,88;128,0;27979;61422
Viral Pneumonia-8.png;299;299;39,25;66,58;103,0;39898;49503
Viral Pneumonia-80.png;299;299;39,93;49,97;124,0;21822;67579
Viral Pneumonia-800.png;299;299;37,87;52,15;83,0;44215;45186
Viral Pneumonia-801.png;299;299;35,59;52,49;79,0;39893;49508
Viral Pneumonia-802.png;299;299;36,96;58,05;103,0;27092;62309
Viral Pneumonia-803.png;299;299;58,88;30,16;120,0;23372;66029
Viral Pneumonia-804.png;299;299;34,17;67,14;84,0;36011;53390
Viral Pneumonia-805.png;299;299;37,95;49,45;129,0;28592;60809
Viral Pneumonia-806.png;299;299;58,83;47,0;98,0;29118;60283
Viral Pneumonia-807.png;299;299;38,1;50,68;86,0;31772;57629
Viral Pneumonia-808.png;299;299;38,39;66,92;111,0;22976;66425
Viral Pneumonia-809.png;299;299;37,46;67,54;95,0;28273;61128
Viral Pneumonia-81.png;299;299;39,3;64,13;118,0;29634;59767
Viral Pneumonia-810.png;299;299;36,4;66,47;110,0;25996;63405
Viral Pneumonia-811.png;299;299;36,59;60,97;89,0;25323;64078
Viral Pneumonia-812.png;299;299;37,34;62,88;107,0;30360;59041
Viral Pneumonia-813.png;299;299;29,46;66,82;74,0;41625;47776
Viral Pneumonia-814.png;299;299;34,92;60,94;93,0;25139;64262
Viral Pneumonia-815.png;299;299;63,5;37,87;152,0;41941;47460
Viral Pneumonia-816.png;299;299;35,76;59,17;93,0;27417;61984
Viral Pneumonia-817.png;299;299;54,87;43,91;104,0;46309;43092
Viral Pneumonia-818.png;299;299;34,26;65,19;82,0;32401;57000
Viral Pneumonia-819.png;299;299;37,31;57,18;110,0;29935;59466
Viral Pneumonia-82.png;299;299;40,57;54,24;118,0;23421;65980
Viral Pneumonia-820.png;299;299;38,21;48,72;130,0;27776;61625
Viral Pneumonia-821.png;299;299;37,06;59,38;91,0;35964;53437
Viral Pneumonia-822.png;299;299;36,28;61,84;95,0;26512;62889
Viral Pneumonia-823.png;299;299;37,53;56,87;112,0;29084;60317
